id,current_amount
0,15.519464908695502
1,13.820055436114425
2,13.204874395931498
3,13.890991068786354
4,12.868370385837116
5,12.770798286307059
6,12.731964736607894
7,12.804794245567297
8,12.678233104414911
9,13.89976261796446
10,14.06727675718425
11,12.585271835744459
12,14.904937488168219
13,13.281428415316409
14,11.43563444310897
15,12.551740818360585
16,12.09046492907995
17,13.674068135390405
18,13.559217824134809
19,13.36382822166164
20,14.396383631426747
21,12.62419860481547
22,12.174067551376877
23,12.073285091627636
24,13.43374499791328
25,11.935379205603843
26,14.011211070414456
27,11.777301828652604
28,13.048881482281455
29,11.948654887042933
30,14.255675107642768
31,12.250118084356732
32,13.39166727812442
33,12.439275726574037
34,12.694731930602602
35,15.046663711373174
36,14.647038310867742
37,11.480908516316191
38,15.454532545574057
39,13.774081732179804
40,13.471766834960793
41,13.633163802342642
42,12.61865319481236
43,13.176726719739516
44,15.131948321145945
45,13.378057714892853
46,13.49725731873701
47,12.07701659285936
48,15.702361884880059
49,13.21883950909429
50,13.597929889786007
51,13.171284426554388
52,14.301872022040197
53,13.523974996585448
54,12.433718549044965
55,12.609564506202295
56,14.386497203700909
57,14.358779968451653
58,12.792648855935974
59,12.365245017103822
60,12.255957790621004
61,14.619330795703831
62,12.821757692828257
63,15.016589377092355
64,13.751472850669288
65,12.063764399236305
66,12.164651743255067
67,14.544749458649898
68,13.90287471520519
69,13.551139245752585
70,13.055603881818893
71,13.093030913828688
72,13.265635273603106
73,13.370422569888607
74,14.372892545172956
75,13.286346278718176
76,13.023662515223922
77,14.489071260821316
78,13.751760058625226
79,14.719256354261626
80,13.232501597420722
81,12.51780666442134
82,12.76472176999202
83,12.849924595191519
84,12.338379790050233
85,11.737272249953667
86,12.802943042112314
87,12.600323844150054
88,12.59071402112897
89,14.698042974774816
90,13.003313086036277
91,13.811503452699037
92,13.445820530952876
93,12.69616562435616
94,12.797084090962947
95,12.314650310787107
96,15.137522130146209
97,13.368206799000726
