id,current_amount
0,14870380.580354542
1,1857234.5894077606
2,1324490.627054757
3,4133809.2348616733
4,1158664.28829586
5,1049937.1107364441
6,1485816.2953153825
7,1064333.5280966752
8,1209827.288595005
9,1505796.6965963703
10,2213042.373552874
11,1058727.8579367488
12,5202894.598812791
13,1247909.8042175148
14,148833.3677835532
15,897566.8093040374
16,1019228.1965917286
17,1657867.5530906615
18,1654666.4542996285
19,1153030.6717568864
20,3480409.8426075294
21,1229273.1954259719
22,1339401.4510350781
23,728123.1000754734
24,1594753.4268994497
25,1271994.8834453472
26,2679597.5534285614
27,1129305.1563481032
28,1469705.6911327322
29,758565.9945216398
30,828894.867674419
31,896291.4629975695
32,1619566.5271557241
33,1390861.6155640609
34,1940988.9331367246
35,15137698.203366568
36,3294421.561028479
37,716332.997601428
38,15296056.699722981
39,1642503.571912686
40,1281679.9854818848
41,1903508.4977420978
42,1430504.4428659773
43,559570.6257157122
44,3348405.845120571
45,2439297.4353737766
46,1251115.4037985043
47,883232.1490729653
48,22315597.583553355
49,1454568.5089431002
50,2371356.540952665
51,1693529.274309778
52,2860951.34676118
53,1432438.5010552518
54,754833.2395301131
55,1075879.0265950556
56,2535718.195504654
57,4089474.141214568
58,1421965.60398479
59,1039773.4162845764
60,836569.9252368507
61,4651218.4694152195
62,908683.1601980127
63,8478950.844489496
64,1673710.6907637806
65,811186.8900724541
66,1787757.2585483175
67,4718417.224661356
68,1754072.5247344517
69,1991973.646044384
70,1397388.6973871333
71,1236359.5278827152
72,1176551.1332066779
73,1077298.0210732853
74,2298873.5757321795
75,1377347.0632378864
76,1011179.1633756863
77,3036497.258912453
78,2960479.382142871
79,2870867.414232916
80,1377965.928431082
81,1511707.6659926344
82,1370637.828182084
83,1077126.5238057019
84,903838.0092761263
85,1159997.1198912333
86,1185644.781161071
87,722113.7325346647
88,1159495.512426831
89,7153193.84705769
90,1428522.7033037737
91,1436698.0542451933
92,1112251.8703699724
93,799414.4591539453
94,1831108.3471295144
95,666901.8191499786
96,3448020.9565106123
97,1626164.2852713454
