id,current_amount
0,15.866470168059752
1,13.894884111951251
2,13.256841908510875
3,13.879083709426975
4,12.657664292843457
5,12.950785036902653
6,12.866775781542614
7,13.133246973339471
8,12.861720816227864
9,14.038573667977072
10,13.739768780664088
11,12.380649173435557
12,14.749759459924281
13,12.808252688058454
14,11.266687966044335
15,12.635035541437219
16,12.000093474694022
17,13.533433072214809
18,13.223585627855883
19,13.147765015612318
20,14.322404079224986
21,12.632978426677624
22,12.357475878419203
23,12.023024639732833
24,13.725213997305582
25,12.129346686067517
26,13.729159685894938
27,11.627281766467949
28,13.151174436624382
29,12.066958039430343
30,13.995115515625349
31,12.537595845831873
32,13.370232530688574
33,12.543454001626026
34,12.56998654266119
35,15.285676123374113
36,14.360474657555732
37,11.686847127592795
38,15.827172120399316
39,13.878123678978984
40,13.305369573572506
41,13.361809509240349
42,13.02980087909405
43,13.378630839751173
44,14.702172002772738
45,12.926646443534697
46,13.592877049519682
47,12.351964072624408
48,16.035736122144993
49,13.262540349291275
50,13.659721677870461
51,13.104430208105025
52,14.344363925288178
53,13.308671364540647
54,12.603190073072014
55,12.483462577993956
56,13.946049428594089
57,14.339166185938046
58,13.078739565205248
59,12.006676648817201
60,12.196197805412718
61,14.672215382116377
62,12.720668798672715
63,15.296874629374951
64,13.277350669392746
65,12.273980075685763
66,12.755996606106624
67,14.753375346525996
68,13.730923551083762
69,13.537538960869568
70,13.144242081507755
71,12.972172184191816
72,13.478249794100552
73,13.445405804781325
74,14.082897303131706
75,13.23493209060245
76,13.017341758952321
77,14.548650071535203
78,13.735587660492635
79,14.56838021465212
80,13.222744559521663
81,12.828204998279087
82,12.796478779797123
83,12.804359832852535
84,12.590573773298496
85,11.745326588052638
86,12.888512822003378
87,13.039958664381539
88,13.124186526513384
89,14.687663705111493
90,13.432488745967552
91,13.799533202204774
92,13.749075691740455
93,12.705951908146593
94,12.907531512246873
95,12.434258643440174
96,14.380544842361534
97,13.472762746323264
