id,current_amount
0,15.954779713118603
1,13.624830169706476
2,13.354929719519266
3,14.203690003066182
4,12.592023154042526
5,13.090405998732361
6,12.94387690162823
7,13.353622836159108
8,12.824948802597556
9,14.086241848108022
10,13.988810047468636
11,12.282536874581147
12,14.810931777969273
13,12.976636835576187
14,11.007058063247772
15,12.545948041514654
16,11.876317423298548
17,13.616730592795125
18,13.041674904056041
19,13.131351219692693
20,14.32692564071354
21,12.671829274218558
22,11.883288548952132
23,12.135064507182502
24,13.667716702894197
25,12.06819274407198
26,13.63788890445781
27,11.494466967688496
28,13.277008767411271
29,12.04356786448172
30,13.943934215769815
31,12.60784452289188
32,13.127344983681644
33,12.446697331933285
34,12.663225110680273
35,15.882968530977019
36,14.45992054674682
37,11.651781916148321
38,15.981363627152415
39,13.871251619063182
40,13.321373885782293
41,13.478230330223743
42,12.979570245867688
43,13.119680384033439
44,14.536952941439921
45,13.051005497648799
46,13.749574177986853
47,12.18311882748492
48,16.254312502543495
49,13.254490654617436
50,13.668616590964215
51,13.021516881007486
52,14.67703489157348
53,13.234954208035465
54,12.487069523602885
55,12.506009100998636
56,14.304901805173666
57,14.351016747990375
58,13.070177544097154
59,11.904342091669134
60,12.229622030708313
61,14.331076679805793
62,12.65437990974566
63,15.218221368759293
64,13.449648046457266
65,12.166950609103766
66,12.925781027090755
67,14.47960070718255
68,13.75456492598081
69,13.427103141441481
70,13.36097345120551
71,13.197837905599897
72,13.584109213480229
73,13.401471441040822
74,14.309685323982
75,13.145399133215301
76,13.116688993326989
77,14.617594676338353
78,13.409897439164723
79,14.376490993467375
80,13.113507497258912
81,12.83288678617401
82,12.707731885535326
83,13.19283564277564
84,12.44763176322285
85,11.979551509472083
86,12.80526218229792
87,13.204838756758349
88,13.073899424843551
89,14.938694879042789
90,13.19446262864363
91,13.97070953004739
92,13.606497673076515
93,12.631139069993907
94,12.720511269798315
95,12.450034666712346
96,14.772318227917077
97,13.496263254887703
