id,success_prob
0,0.5512420460111889
1,0.6440376961059312
2,0.4682381398532858
3,0.2842466714601532
4,0.7277117810542186
5,0.38581179645257674
6,0.27928305139781723
7,0.5493423337260862
8,0.3816455318013851
9,0.3520495500219575
10,0.6313720037504066
11,0.27193195928300157
12,0.5364561198009105
13,0.4032256090899969
14,0.47885262489402736
15,0.5809866830433396
16,0.270166448977017
17,0.6992303235779923
18,0.37692251856180536
19,0.3547103875981298
20,0.44534047115648745
21,0.4556044780468782
22,0.5663608541284685
23,0.42844154633402287
24,0.008141438219998139
25,0.3604102584253522
26,0.857687263069095
27,0.5388375705103177
28,0.4270196773122438
29,0.4232186996106659
30,0.32397048083038776
31,0.4787562278112773
32,0.4364885041648628
33,0.5514494035140195
34,0.9184002003425726
35,0.6306380592652295
36,0.20972476411126623
37,0.6418285244764228
38,0.35330087555613043
39,0.674564354826799
40,0.2661860468525056
41,0.48173553219417775
42,0.6831264124562645
43,0.6488197618018126
44,0.41132842968034966
45,0.35670889935421196
46,0.33344445035108994
47,0.6026835798548766
48,0.3835379765394588
49,0.5314531727389403
50,0.3386429463273208
51,0.3409247507522754
52,0.527405748955288
53,0.1612025321740562
54,0.017847105462871556
55,0.729278811064625
56,0.4136111703331614
57,0.602337561238258
58,0.34251201339915416
59,0.7094589816719917
60,0.3893002328379266
61,0.40949502581215935
62,0.4255744685947717
63,0.25180543515927106
64,0.2951634449049112
65,0.7229074415099725
66,0.553997244128782
67,0.2717189295793375
68,0.9451007260434997
69,0.6986431050367976
70,0.6026028324068916
71,0.36672044067382686
72,0.5944902033488708
73,0.8029472950199376
74,0.6189261337989337
75,0.8121938442965787
76,0.31259038241200565
77,0.20156289292774932
78,0.3752896979199204
79,0.28348215899509877
80,0.004998677332771219
81,0.5308468840208393
82,0.14832498761781537
83,0.6643321233142411
84,0.42165692597334664
85,0.47856255799477515
86,0.6226874689189875
87,0.9004963240888397
88,0.6415007748810683
89,0.5280135599870057
90,0.00978945643293313
91,0.34046566982429455
92,0.7875308010363609
93,0.6315023484325766
94,0.33903425543080445
95,0.22493748413714254
96,0.5726440822100072
97,0.20481662159024708
98,0.1782621999221368
99,0.511755017834633
100,0.6313146278266415
101,0.6469244045135827
102,0.011564112120297742
